x1,x2,x3,x4,x5,y
0.777702410574,0.237541220035,0.824278532661,0.965749198043,0.972601113905,21.5290914663
0.453449247417,0.609042462761,0.775526514605,0.641613344759,0.722018229517,18.3307269018
0.0350365241014,0.298449470889,0.0585124918821,0.857060942587,0.372854027875,14.1081470481
0.679847951578,0.256279949327,0.347581215152,0.00941277008097,0.358333782705,7.31330332945
0.949094181678,0.217899009132,0.31939136638,0.917772386001,0.0319036664399,16.8013568484
0.0650845370425,0.629828999108,0.87381344328,0.00871573230378,0.746577236994,7.6465047971
0.812841171003,0.0757174461723,0.656455334597,0.509262200084,0.479883391496,10.1947524345
0.955574144931,1.20335694851e-05,0.246978700992,0.712232677912,0.324582049787,9.63633830877
0.276996356384,0.695445452553,0.918551748146,0.244475702198,0.458085817277,14.4032141883
0.252992682822,0.379333291483,0.604538828632,0.772378759681,0.0679174967944,11.1790515349
0.686085079187,0.548260097396,0.137986052758,0.0987532192049,0.245559105325,15.3580650982
0.151786662584,0.92599447949,0.680105015605,0.23765892188,0.568885252557,10.4005442403
0.556632051434,0.0727372108843,0.839708510416,0.405319492698,0.144870989046,6.68986754476
0.190920058667,0.490640137065,0.71202437425,0.984938457701,0.874786501735,17.901190497
0.499041683901,0.106779993994,0.91321280699,0.364915960886,0.226587876899,9.42175616127
0.872431862345,0.136358351759,0.236380160153,0.595399245352,0.563922609079,14.7697069277
0.958934731983,0.453239333224,0.128958074579,0.760567676767,0.201634075114,21.1771049739
0.175729863213,0.437118012651,0.340260802848,0.967253108561,0.143026077088,14.150660917
0.844558532806,0.669406139981,0.10930490808,0.0882535400293,0.966462041277,19.3012192901
0.194297485213,0.0819000600183,0.26938469528,0.650130518013,0.546777245345,10.1359912844
0.696724843853,0.963098077703,0.277721529731,0.233626461848,0.845672054479,15.8387532055
0.224212470625,0.688906299559,0.153494636978,0.203598136156,0.0675988936036,9.48107969447
0.749485695435,0.180079395418,0.12426071025,0.224807273909,0.279459553649,9.51620465468
0.0338217310438,0.254399185041,0.668854706421,0.759919080621,0.226014414267,12.9708834864
0.611849589326,0.912256084319,0.54161062828,0.373945089576,0.0132006255649,14.1989324393
0.829317694521,0.816561527714,0.0797201177562,0.171675297677,0.838149032221,16.6535935125
0.564160278862,0.349782213601,0.145002962855,0.098519075917,0.560181418316,10.7022697022
0.710065890063,0.950871032626,0.748051332126,0.372246012424,0.758477305598,17.3955937248
0.0710735124624,0.621845368951,0.720714030623,0.0418086191212,0.395241818264,4.36776418689
0.161338823455,0.276083084978,0.226503323313,0.304683930305,0.136233381122,5.06785247003
0.694250057599,0.0528662019835,0.581438300813,0.179728128632,0.506691350559,3.89307204395
0.281518836868,0.370076877649,0.504528912975,0.122331211291,0.130664199039,5.10992422227
0.844414256488,0.392198546748,0.169562478659,0.801179068421,0.910128630062,22.9069720338
0.829577477087,0.714050926034,0.0993676539884,0.913301244027,0.577979346166,25.2154952724
0.900275451751,0.563570171869,0.00984544079969,0.994239362797,0.132397836382,25.2894940072
0.692636257741,0.334288252381,0.180203757609,0.140597665172,0.669247410639,14.5477784386
0.303854272831,0.613654533898,0.935599385282,0.202904892888,0.119610146156,10.12022924
0.392190662913,0.694539226642,0.944967033134,0.163382494405,0.458713305726,16.0398300953
0.278863551306,0.204600073996,0.308336030001,0.795609570411,0.0928460319066,10.1243623287
0.869019178142,0.833715381087,0.681793553209,0.295814257494,0.166119796657,11.1277175636
0.918941290605,0.0714251337186,0.47446807109,0.360229419769,0.159731082506,7.42443762455
0.967915759296,0.218951478527,0.711780406383,0.879075493697,0.668903793097,17.2811974877
0.143520548369,0.79288798093,0.215512697152,0.955950030688,0.0828580101206,15.0036865687
0.64103008465,0.613446245406,0.480071816039,0.16519309665,0.25198515521,12.0007245731
0.73041733256,0.958700681403,0.925802092674,0.737399898836,0.233681859821,21.4491036248
0.764502777197,0.297312219564,0.281357942249,0.767401505119,0.68578759901,17.1466945181
0.273093960118,0.163533078832,0.102916366172,0.489381560617,0.833084665274,13.9613937444
0.323256676485,0.595940065806,0.181641380151,0.321739411837,0.695313719619,14.883760156
0.501562771297,0.870641166862,0.828160596917,0.297753740292,0.0290940964598,15.0611755835
0.643180288949,0.869188923198,0.850537456241,0.0147867353095,0.151480914026,13.2989258163
